retailer_id,retailer_name,distributor_id,territory_id,outlet_type,town_name,pincode,onboard_date,status,deactivation_date
RET-01476,Shree Vishnu Traders - 17,DIST-012,T-WB-10,Kirana Store,Kharagpur,721302,2025-01-02,Active,
RET-01477,Mitra & Sons - 05,DIST-012,T-WB-10,Kirana Store,Kharagpur,721302,2025-01-02,Active,
RET-01478,Jai Ganesh Stores - 22,DIST-015,T-WB-12,Kirana Store,Bankura,722101,2025-01-02,Active,
RET-01479,Jai Durga Stores - 20,DIST-015,T-WB-12,Kirana Store,Bankura,722102,2025-01-03,Active,
RET-01480,Jai Radha Stores - 28,DIST-019,T-WB-16,General Store,Baharampur,742103,2025-01-03,Active,
RET-01481,Paul Provision Store - 07,DIST-019,T-WB-16,Kirana Store,Baharampur,742103,2025-01-03,Active,
RET-01482,Jai Jagannath Traders - 36,DIST-022,T-OD-03,General Store,Bhadrak,756101,2025-01-04,Active,
RET-01483,Shree Radha Traders - 11,DIST-005,T-WB-04,Kirana Store,Bardhaman,713103,2025-01-04,Active,
RET-01484,Sarkar & Sons - 11,DIST-014,T-WB-11,Kirana Store,Medinipur,721102,2025-01-04,Active,
RET-01485,Mitra General Store - 02,DIST-002,T-WB-02,Kirana Store,Chinsurah,712104,2025-01-06,Active,
RET-01486,Bose & Sons - 17,DIST-018,T-WB-15,Kirana Store,Krishnanagar,741102,2025-01-06,Active,
RET-01487,Ghosh General Store - 09,DIST-019,T-WB-16,Kirana Store,Baharampur,742102,2025-01-06,Active,
RET-01488,Dakhin Kirana Bhandar - 33,DIST-015,T-WB-12,Kirana Store,Bankura,722101,2025-01-07,Active,
RET-01489,Jai Saraswati Stores - 32,DIST-019,T-WB-16,Kirana Store,Baharampur,742102,2025-01-07,Active,
RET-01490,Swain Brothers,DIST-020,T-OD-01,Kirana Store,Balasore,756003,2025-01-08,Inactive,2026-02-19
RET-01491,Mukherjee & Sons - 05,DIST-008,T-WB-07,General Store,Asansol,713301,2025-01-08,Active,
RET-01492,Paul & Sons - 11,DIST-011,T-WB-09,General Store,Durgapur,713201,2025-01-08,Active,
RET-01493,Shree Kali Traders - 19,DIST-017,T-WB-14,Kirana Store,Kalyani,741249,2025-01-08,Active,
RET-01494,Maa Ganesh Bhandar - 38,DIST-019,T-WB-16,Kirana Store,Baharampur,742101,2025-01-08,Active,
RET-01495,Dash General Store,DIST-021,T-OD-02,Kirana Store,Jaleswar,756033,2025-01-09,Active,
RET-01496,Jai Jagannath Traders - 39,DIST-022,T-OD-03,Kirana Store,Bhadrak,756100,2025-01-09,Active,
RET-01497,Biswas General Store - 03,DIST-006,T-WB-05,Kirana Store,Katwa,713130,2025-01-09,Active,
RET-01498,Shree Radha Traders - 16,DIST-009,T-WB-07,Kirana Store,Asansol,713302,2025-01-09,Active,
RET-01499,Mallick & Sons,DIST-021,T-OD-02,Kirana Store,Jaleswar,756032,2025-01-10,Active,
RET-01500,Shree Durga Traders - 07,DIST-003,T-WB-03,Kirana Store,Arambagh,712601,2025-01-10,Active,
RET-01501,Maa Vishnu Bhandar - 32,DIST-016,T-WB-13,Kirana Store,Bishnupur,722123,2025-01-10,Active,
RET-01502,Jai Vishnu Stores - 20,DIST-018,T-WB-15,Kirana Store,Krishnanagar,741101,2025-01-10,Active,
RET-01503,Maa Shiva Bhandar - 13,DIST-005,T-WB-04,Kirana Store,Bardhaman,713104,2025-01-11,Active,
RET-01504,Jai Saraswati Stores - 18,DIST-008,T-WB-07,General Store,Asansol,713302,2025-01-11,Active,
RET-01505,Dey Provision Store - 03,DIST-003,T-WB-03,Kirana Store,Arambagh,712601,2025-01-13,Active,
RET-01506,Bose & Sons - 11,DIST-013,T-WB-10,Kirana Store,Kharagpur,721301,2025-01-13,Active,
RET-01507,Jai Shiva Stores - 32,DIST-018,T-WB-15,Kirana Store,Krishnanagar,741103,2025-01-13,Active,
RET-01508,Sen General Store - 17,DIST-018,T-WB-15,Kirana Store,Krishnanagar,741102,2025-01-14,Active,
RET-01509,Chakraborty Brothers - 02,DIST-001,T-WB-01,Kirana Store,Serampore,712203,2025-01-15,Active,
RET-01510,Shree Lakshmi Traders - 31,DIST-012,T-WB-10,Kirana Store,Kharagpur,721305,2025-01-15,Active,
RET-01511,Maa Radha Bhandar - 25,DIST-014,T-WB-11,Kirana Store,Medinipur,721101,2025-01-15,Active,
RET-01512,Mukherjee Provision Store - 12,DIST-014,T-WB-11,Kirana Store,Medinipur,721102,2025-01-15,Active,
RET-01513,Mitra Provision Store - 13,DIST-018,T-WB-15,Kirana Store,Krishnanagar,741102,2025-01-15,Active,
RET-01514,Shree Balaji Stores,DIST-020,T-OD-01,Kirana Store,Balasore,756001,2025-01-16,Active,
RET-01515,Majumdar & Sons - 02,DIST-006,T-WB-05,Kirana Store,Katwa,713130,2025-01-16,Active,
RET-01516,Purba Kirana Bhandar - 34,DIST-014,T-WB-11,Kirana Store,Medinipur,721101,2025-01-16,Active,
RET-01517,Mukherjee Provision Store - 13,DIST-015,T-WB-12,Kirana Store,Bankura,722101,2025-01-16,Active,
RET-01518,Parida General Store - 03,DIST-020,T-OD-01,Kirana Store,Balasore,756001,2025-01-17,Active,
RET-01519,Shree Balaji Stores - 08,DIST-021,T-OD-02,Kirana Store,Jaleswar,756033,2025-01-17,Active,
RET-01520,Paschim Kirana Bhandar - 05,DIST-001,T-WB-01,Kirana Store,Serampore,712203,2025-01-17,Active,
RET-01521,Shree Lakshmi Traders - 03,DIST-001,T-WB-01,General Store,Serampore,712201,2025-01-17,Active,
RET-01522,Maa Ganesh Bhandar - 07,DIST-002,T-WB-02,General Store,Chinsurah,712101,2025-01-17,Active,
RET-01523,Mohapatra Provision Store - 04,DIST-022,T-OD-03,Kirana Store,Bhadrak,756113,2025-01-18,Active,
RET-01524,Jai Lakshmi Stores - 03,DIST-001,T-WB-01,Kirana Store,Serampore,712203,2025-01-20,Active,
RET-01525,Shree Ganesh Traders - 10,DIST-002,T-WB-02,Kirana Store,Chinsurah,712104,2025-01-20,Active,
RET-01526,Nandi & Sons - 06,DIST-007,T-WB-06,Kirana Store,Uluberia,711317,2025-01-20,Active,
RET-01527,Purba Kirana Bhandar - 39,DIST-016,T-WB-13,Kirana Store,Bishnupur,722122,2025-01-20,Active,
RET-01528,Maa Kali Bhandar - 27,DIST-011,T-WB-09,Kirana Store,Durgapur,713201,2025-01-21,Active,
RET-01529,Haldar General Store - 13,DIST-016,T-WB-13,Kirana Store,Bishnupur,722123,2025-01-21,Active,
RET-01530,Paschim Kirana Bhandar - 49,DIST-018,T-WB-15,Kirana Store,Krishnanagar,741102,2025-01-21,Active,
RET-01531,Sahu Brothers,DIST-021,T-OD-02,Kirana Store,Jaleswar,756032,2025-01-22,Inactive,2025-11-04
RET-01532,Maa Shiva Bhandar - 21,DIST-009,T-WB-07,Kirana Store,Asansol,713301,2025-01-22,Active,
RET-01533,Sen Brothers - 08,DIST-012,T-WB-10,Kirana Store,Kharagpur,721301,2025-01-22,Active,
RET-01534,Dakhin Kirana Bhandar - 40,DIST-017,T-WB-14,Kirana Store,Kalyani,741251,2025-01-22,Active,
RET-01535,Mishra Brothers,DIST-020,T-OD-01,Kirana Store,Balasore,756002,2025-01-23,Active,
RET-01536,Shree Durga Traders - 30,DIST-013,T-WB-10,Kirana Store,Kharagpur,721305,2025-01-23,Active,
RET-01537,Bose General Store - 12,DIST-017,T-WB-14,Kirana Store,Kalyani,741235,2025-01-23,Active,
RET-01538,Panda General Store,DIST-022,T-OD-03,Kirana Store,Bhadrak,756101,2025-01-24,Active,
RET-01539,Patra Provision Store - 08,DIST-014,T-WB-11,Kirana Store,Medinipur,721101,2025-01-24,Active,
RET-01540,Maa Ganesh Bhandar - 34,DIST-017,T-WB-14,Kirana Store,Kalyani,741235,2025-01-24,Active,
RET-01541,Nabagram Kirana Bhandar - 43,DIST-017,T-WB-14,Kirana Store,Kalyani,741235,2025-01-24,Active,
RET-01542,Sarkar & Sons - 09,DIST-014,T-WB-11,Kirana Store,Medinipur,721101,2025-01-25,Active,
RET-01543,Saha & Sons - 10,DIST-018,T-WB-15,Kirana Store,Krishnanagar,741101,2025-01-25,Active,
RET-01544,Maa Lakshmi Bhandar - 29,DIST-020,T-OD-01,Kirana Store,Balasore,756001,2025-01-27,Active,
RET-01545,Sarkar & Sons - 12,DIST-015,T-WB-12,Kirana Store,Bankura,722102,2025-01-27,Active,
RET-01546,Roy General Store - 11,DIST-016,T-WB-13,Kirana Store,Bishnupur,722123,2025-01-27,Active,
RET-01547,Jai Durga Stores - 23,DIST-018,T-WB-15,Kirana Store,Krishnanagar,741102,2025-01-27,Active,
RET-01548,Nandi Brothers - 13,DIST-019,T-WB-16,Kirana Store,Baharampur,742103,2025-01-27,Active,
RET-01549,Das Brothers - 03,DIST-003,T-WB-03,Kirana Store,Arambagh,712602,2025-01-28,Active,
RET-01550,Majumdar Brothers - 08,DIST-007,T-WB-06,Kirana Store,Uluberia,711315,2025-01-28,Active,
RET-01551,Dakhin Kirana Bhandar - 37,DIST-016,T-WB-13,Kirana Store,Bishnupur,722123,2025-01-28,Active,
RET-01552,Shree Kali Traders - 21,DIST-019,T-WB-16,Kirana Store,Baharampur,742101,2025-01-28,Active,
RET-01553,Parida General Store - 02,DIST-020,T-OD-01,Kirana Store,Balasore,756001,2025-01-29,Active,
RET-01554,Haldar Provision Store - 07,DIST-012,T-WB-10,Kirana Store,Kharagpur,721302,2025-01-29,Active,
RET-01555,Majumdar Brothers - 13,DIST-017,T-WB-14,Kirana Store,Kalyani,741251,2025-01-29,Active,
RET-01556,Patra General Store - 10,DIST-017,T-WB-14,Kirana Store,Kalyani,741235,2025-01-29,Active,
RET-01557,Jai Jagannath Traders - 27,DIST-021,T-OD-02,Kirana Store,Jaleswar,756032,2025-01-30,Active,
RET-01558,Roy & Sons - 03,DIST-004,T-WB-04,Kirana Store,Bardhaman,713101,2025-01-30,Active,
RET-01559,Shree Radha Traders - 24,DIST-013,T-WB-10,Kirana Store,Kharagpur,721305,2025-01-30,Active,
RET-01560,Jai Durga Stores - 18,DIST-014,T-WB-11,Kirana Store,Medinipur,721102,2025-01-30,Active,
RET-01561,Sarkar & Sons - 13,DIST-016,T-WB-13,Kirana Store,Bishnupur,722123,2025-01-30,Active,
RET-01562,Purba Kirana Bhandar - 40,DIST-017,T-WB-14,Kirana Store,Kalyani,741235,2025-01-30,Active,
RET-01563,Nabagram Kirana Bhandar - 35,DIST-011,T-WB-09,Kirana Store,Durgapur,713201,2025-01-31,Active,
RET-01564,Banerjee General Store - 09,DIST-015,T-WB-12,Kirana Store,Bankura,722102,2025-01-31,Active,
RET-01565,Maa Lakshmi Bhandar - 27,DIST-016,T-WB-13,Kirana Store,Bishnupur,722123,2025-01-31,Active,
RET-01566,Jai Jagannath Traders - 07,DIST-020,T-OD-01,Kirana Store,Balasore,756003,2025-02-01,Active,
RET-01567,Jai Shiva Stores - 13,DIST-006,T-WB-05,Kirana Store,Katwa,713130,2025-02-01,Active,
RET-01568,Paul & Sons - 09,DIST-008,T-WB-07,Kirana Store,Asansol,713303,2025-02-01,Active,
RET-01569,Shree Shiva Traders - 27,DIST-013,T-WB-10,Kirana Store,Kharagpur,721305,2025-02-01,Active,
RET-01570,Shree Durga Traders - 38,DIST-017,T-WB-14,Kirana Store,Kalyani,741235,2025-02-01,Active,
RET-01571,Maa Shiva Bhandar - 39,DIST-019,T-WB-16,Kirana Store,Baharampur,742101,2025-02-01,Active,
RET-01572,Shree Saraswati Traders - 10,DIST-007,T-WB-06,Kirana Store,Uluberia,711316,2025-02-03,Active,
RET-01573,Nabagram Kirana Bhandar - 28,DIST-008,T-WB-07,Kirana Store,Asansol,713302,2025-02-03,Inactive,2025-10-18
RET-01574,Sarkar & Sons - 08,DIST-013,T-WB-10,Kirana Store,Kharagpur,721302,2025-02-03,Active,
RET-01575,Mondal General Store - 09,DIST-019,T-WB-16,Kirana Store,Baharampur,742102,2025-02-03,Active,
RET-01576,Chatterjee & Sons - 04,DIST-003,T-WB-03,Kirana Store,Arambagh,712602,2025-02-04,Active,
RET-01577,Kundu Brothers - 16,DIST-016,T-WB-13,General Store,Bishnupur,722122,2025-02-04,Active,
RET-01578,Mondal General Store - 10,DIST-019,T-WB-16,Kirana Store,Baharampur,742103,2025-02-04,Active,
RET-01579,Shree Balaji Stores - 05,DIST-020,T-OD-01,Kirana Store,Balasore,756001,2025-02-05,Active,
RET-01580,Jena General Store - 02,DIST-021,T-OD-02,Kirana Store,Jaleswar,756033,2025-02-05,Active,
RET-01581,Shree Lakshmi Traders - 37,DIST-018,T-WB-15,Kirana Store,Krishnanagar,741103,2025-02-05,Active,
RET-01582,Das Provision Store - 15,DIST-020,T-OD-01,General Store,Balasore,756002,2025-02-06,Active,
RET-01583,Shree Balaji Stores - 23,DIST-022,T-OD-03,Kirana Store,Bhadrak,756113,2025-02-06,Active,
RET-01584,Dakhin Kirana Bhandar - 11,DIST-002,T-WB-02,Kirana Store,Chinsurah,712102,2025-02-06,Active,
RET-01585,Bose Brothers - 08,DIST-015,T-WB-12,Kirana Store,Bankura,722101,2025-02-06,Active,
RET-01586,Majumdar & Sons - 06,DIST-015,T-WB-12,Kirana Store,Bankura,722101,2025-02-06,Inactive,2025-11-10
RET-01587,Dakhin Kirana Bhandar - 44,DIST-018,T-WB-15,Kirana Store,Krishnanagar,741102,2025-02-06,Active,
RET-01588,Maa Jagannath Bhandar - 02,DIST-021,T-OD-02,Kirana Store,Jaleswar,756033,2025-02-07,Active,
RET-01589,Dash Brothers - 03,DIST-022,T-OD-03,Kirana Store,Bhadrak,756101,2025-02-07,Active,
RET-01590,Roy Brothers - 07,DIST-014,T-WB-11,Kirana Store,Medinipur,721102,2025-02-07,Active,
RET-01591,Haldar & Sons - 04,DIST-012,T-WB-10,Kirana Store,Kharagpur,721301,2025-02-08,Active,
RET-01592,Dey Brothers - 09,DIST-013,T-WB-10,Kirana Store,Kharagpur,721301,2025-02-08,Active,
RET-01593,Shree Shiva Traders - 30,DIST-016,T-WB-13,Kirana Store,Bishnupur,722123,2025-02-08,Active,
RET-01594,Chakraborty & Sons - 08,DIST-016,T-WB-13,Kirana Store,Bishnupur,722123,2025-02-08,Active,
RET-01595,Dey Provision Store - 10,DIST-019,T-WB-16,Kirana Store,Baharampur,742101,2025-02-08,Active,
RET-01596,Purba Kirana Bhandar - 28,DIST-011,T-WB-09,Kirana Store,Durgapur,713202,2025-02-10,Active,
RET-01597,Paul Brothers - 10,DIST-019,T-WB-16,Kirana Store,Baharampur,742102,2025-02-10,Active,
RET-01598,Sahoo Provision Store - 03,DIST-022,T-OD-03,Kirana Store,Bhadrak,756100,2025-02-11,Active,
RET-01599,Banerjee & Sons - 02,DIST-006,T-WB-05,Kirana Store,Katwa,713130,2025-02-11,Active,
RET-01600,Bose General Store - 09,DIST-014,T-WB-11,Kirana Store,Medinipur,721102,2025-02-11,Active,
RET-01601,Mukherjee Brothers - 08,DIST-016,T-WB-13,Kirana Store,Bishnupur,722122,2025-02-11,Active,
RET-01602,Jai Ganesh Stores - 24,DIST-016,T-WB-13,Kirana Store,Bishnupur,722122,2025-02-11,Active,
RET-01603,Mukherjee Provision Store - 14,DIST-017,T-WB-14,Kirana Store,Kalyani,741251,2025-02-11,Active,
RET-01604,Shree Durga Traders - 39,DIST-017,T-WB-14,Kirana Store,Kalyani,741235,2025-02-11,Active,
RET-01605,Shree Shiva Traders - 02,DIST-001,T-WB-01,Kirana Store,Serampore,712203,2025-02-12,Active,
RET-01606,Jai Shiva Stores,DIST-001,T-WB-01,Kirana Store,Serampore,712202,2025-02-12,Active,
RET-01607,Nandi & Sons - 04,DIST-005,T-WB-04,Kirana Store,Bardhaman,713102,2025-02-12,Active,
RET-01608,Chakraborty Brothers - 09,DIST-014,T-WB-11,Kirana Store,Medinipur,721102,2025-02-12,Active,
RET-01609,Banerjee Brothers - 14,DIST-014,T-WB-11,Kirana Store,Medinipur,721101,2025-02-12,Active,
RET-01610,Haldar General Store - 16,DIST-018,T-WB-15,Kirana Store,Krishnanagar,741101,2025-02-12,Active,
RET-01611,Nandi General Store - 04,DIST-008,T-WB-07,Kirana Store,Asansol,713301,2025-02-13,Active,
RET-01612,Shree Vishnu Traders - 15,DIST-011,T-WB-09,Kirana Store,Durgapur,713204,2025-02-13,Active,
RET-01613,Patra Brothers - 02,DIST-003,T-WB-03,Kirana Store,Arambagh,712601,2025-02-14,Active,
RET-01614,Maa Vishnu Bhandar - 16,DIST-007,T-WB-06,Kirana Store,Uluberia,711316,2025-02-14,Active,
RET-01615,Nabagram Kirana Bhandar - 37,DIST-012,T-WB-10,Kirana Store,Kharagpur,721302,2025-02-14,Active,
RET-01616,Maa Vishnu Bhandar - 31,DIST-015,T-WB-12,Kirana Store,Bankura,722102,2025-02-14,Active,
RET-01617,Shree Ganesh Traders - 22,DIST-009,T-WB-07,Kirana Store,Asansol,713303,2025-02-15,Active,
RET-01618,Maa Durga Bhandar - 26,DIST-015,T-WB-12,Kirana Store,Bankura,722102,2025-02-15,Active,
RET-01619,Shree Ganesh Traders - 34,DIST-018,T-WB-15,Kirana Store,Krishnanagar,741102,2025-02-15,Active,
RET-01620,Dey & Sons - 06,DIST-018,T-WB-15,Kirana Store,Krishnanagar,741101,2025-02-15,Active,
RET-01621,Uttar Kirana Bhandar - 04,DIST-001,T-WB-01,Kirana Store,Serampore,712203,2025-02-17,Active,
RET-01622,Jai Radha Stores - 09,DIST-006,T-WB-05,Kirana Store,Katwa,713131,2025-02-17,Active,
RET-01623,Jai Kali Stores - 29,DIST-013,T-WB-10,Kirana Store,Kharagpur,721301,2025-02-17,Active,
RET-01624,Maa Radha Bhandar - 26,DIST-014,T-WB-11,Kirana Store,Medinipur,721101,2025-02-17,Active,
RET-01625,Dakhin Kirana Bhandar - 32,DIST-015,T-WB-12,Kirana Store,Bankura,722102,2025-02-17,Active,
RET-01626,Haldar General Store - 15,DIST-017,T-WB-14,Kirana Store,Kalyani,741249,2025-02-17,Active,
RET-01627,Shree Shiva Traders - 34,DIST-019,T-WB-16,Kirana Store,Baharampur,742103,2025-02-17,Active,
RET-01628,Parida & Sons - 02,DIST-021,T-OD-02,Kirana Store,Jaleswar,756032,2025-02-18,Active,
RET-01629,Mondal & Sons - 08,DIST-011,T-WB-09,Kirana Store,Durgapur,713202,2025-02-18,Active,
RET-01630,Majumdar & Sons - 07,DIST-016,T-WB-13,Kirana Store,Bishnupur,722123,2025-02-18,Active,
RET-01631,Jai Durga Stores - 22,DIST-017,T-WB-14,Kirana Store,Kalyani,741235,2025-02-18,Active,
RET-01632,Jai Shiva Stores - 22,DIST-013,T-WB-10,General Store,Kharagpur,721305,2025-02-19,Active,
RET-01633,Mitra Brothers - 10,DIST-017,T-WB-14,Kirana Store,Kalyani,741249,2025-02-19,Active,
RET-01634,Paschim Kirana Bhandar - 13,DIST-002,T-WB-02,Kirana Store,Chinsurah,712101,2025-02-20,Active,
RET-01635,Bose & Sons - 13,DIST-015,T-WB-12,Kirana Store,Bankura,722102,2025-02-20,Active,
RET-01636,Jai Shiva Stores - 27,DIST-015,T-WB-12,Kirana Store,Bankura,722102,2025-02-20,Active,
RET-01637,Dey Brothers - 12,DIST-016,T-WB-13,Kirana Store,Bishnupur,722122,2025-02-20,Active,
RET-01638,Mohapatra Provision Store,DIST-020,T-OD-01,Kirana Store,Balasore,756002,2025-02-22,Active,
RET-01639,Uttar Kirana Bhandar - 05,DIST-001,T-WB-01,Kirana Store,Serampore,712202,2025-02-22,Active,
RET-01640,Sarkar General Store - 02,DIST-003,T-WB-03,Kirana Store,Arambagh,712602,2025-02-22,Active,
RET-01641,Maa Shiva Bhandar - 30,DIST-014,T-WB-11,Kirana Store,Medinipur,721102,2025-02-22,Active,
RET-01642,Shree Radha Traders - 25,DIST-018,T-WB-15,Kirana Store,Krishnanagar,741102,2025-02-22,Active,
RET-01643,Jai Saraswati Stores - 05,DIST-002,T-WB-02,Kirana Store,Chinsurah,712102,2025-02-24,Active,
RET-01644,Sarkar General Store - 05,DIST-004,T-WB-04,General Store,Bardhaman,713102,2025-02-24,Active,
RET-01645,Maa Vishnu Bhandar - 27,DIST-014,T-WB-11,Kirana Store,Medinipur,721102,2025-02-24,Active,
RET-01646,Maa Vishnu Bhandar - 33,DIST-017,T-WB-14,Kirana Store,Kalyani,741249,2025-02-24,Active,
RET-01647,Nabagram Kirana Bhandar - 44,DIST-018,T-WB-15,Kirana Store,Krishnanagar,741102,2025-02-24,Active,
RET-01648,Roy & Sons - 11,DIST-017,T-WB-14,General Store,Kalyani,741251,2025-02-25,Active,
RET-01649,Jai Jagannath Traders,DIST-020,T-OD-01,Kirana Store,Balasore,756001,2025-02-26,Active,
RET-01650,Maa Mangala Bhandar - 02,DIST-020,T-OD-01,Kirana Store,Balasore,756001,2025-02-26,Active,
RET-01651,Dakhin Kirana Bhandar - 17,DIST-005,T-WB-04,Kirana Store,Bardhaman,713103,2025-02-26,Active,
RET-01652,Mitra Brothers - 04,DIST-007,T-WB-06,Kirana Store,Uluberia,711315,2025-02-26,Active,
RET-01653,Shree Lakshmi Traders - 32,DIST-013,T-WB-10,Kirana Store,Kharagpur,721301,2025-02-26,Active,
RET-01654,Uttar Kirana Bhandar - 54,DIST-019,T-WB-16,Kirana Store,Baharampur,742102,2025-02-26,Active,
RET-01655,Sahoo Provision Store,DIST-021,T-OD-02,Kirana Store,Jaleswar,756032,2025-02-27,Active,
RET-01656,Jai Jagannath Traders - 26,DIST-021,T-OD-02,Kirana Store,Jaleswar,756033,2025-02-27,Active,
RET-01657,Shree Balaji Stores - 19,DIST-022,T-OD-03,Kirana Store,Bhadrak,756101,2025-02-28,Active,
RET-01658,Barik General Store,DIST-022,T-OD-03,Kirana Store,Bhadrak,756100,2025-02-28,Active,
RET-01659,Shree Saraswati Traders - 28,DIST-018,T-WB-15,General Store,Krishnanagar,741101,2025-02-28,Active,
RET-01660,Mallick General Store,DIST-020,T-OD-01,Kirana Store,Balasore,756001,2025-03-01,Active,
RET-01661,Maa Mangala Bhandar - 06,DIST-021,T-OD-02,Kirana Store,Jaleswar,756032,2025-03-03,Active,
RET-01662,Maa Ganesh Bhandar - 06,DIST-001,T-WB-01,Kirana Store,Serampore,712202,2025-03-03,Active,
RET-01663,Paul General Store - 02,DIST-003,T-WB-03,General Store,Arambagh,712602,2025-03-03,Active,
RET-01664,Banerjee Provision Store - 09,DIST-016,T-WB-13,Kirana Store,Bishnupur,722123,2025-03-03,Active,
RET-01665,Roy Provision Store - 15,DIST-018,T-WB-15,Kirana Store,Krishnanagar,741101,2025-03-03,Active,
RET-01666,Sahu & Sons,DIST-020,T-OD-01,Kirana Store,Balasore,756003,2025-03-04,Active,
RET-01667,Maa Mangala Bhandar - 08,DIST-021,T-OD-02,Kirana Store,Jaleswar,756032,2025-03-04,Active,
RET-01668,Roy Provision Store - 06,DIST-005,T-WB-04,Kirana Store,Bardhaman,713102,2025-03-04,Active,
RET-01669,Shree Shiva Traders - 26,DIST-012,T-WB-10,Kirana Store,Kharagpur,721305,2025-03-04,Active,
RET-01670,Purba Kirana Bhandar - 29,DIST-012,T-WB-10,Kirana Store,Kharagpur,721302,2025-03-04,Active,
RET-01671,Jai Vishnu Stores - 21,DIST-018,T-WB-15,Kirana Store,Krishnanagar,741101,2025-03-04,Active,
RET-01672,Maa Shiva Bhandar - 38,DIST-019,T-WB-16,Kirana Store,Baharampur,742102,2025-03-04,Active,
RET-01673,Jai Shiva Stores - 08,DIST-003,T-WB-03,General Store,Arambagh,712602,2025-03-05,Active,
RET-01674,Roy General Store - 08,DIST-007,T-WB-06,Kirana Store,Uluberia,711316,2025-03-05,Active,
RET-01675,Maa Vishnu Bhandar - 18,DIST-008,T-WB-07,Kirana Store,Asansol,713301,2025-03-05,Active,
RET-01676,Mitra Provision Store - 10,DIST-015,T-WB-12,Kirana Store,Bankura,722102,2025-03-05,Active,
RET-01677,Paschim Kirana Bhandar - 44,DIST-016,T-WB-13,Kirana Store,Bishnupur,722123,2025-03-05,Active,
RET-01678,Jai Ganesh Stores - 20,DIST-012,T-WB-10,Kirana Store,Kharagpur,721302,2025-03-06,Active,
RET-01679,Nandi & Sons - 11,DIST-014,T-WB-11,Kirana Store,Medinipur,721102,2025-03-06,Active,
RET-01680,Jai Lakshmi Stores - 29,DIST-018,T-WB-15,Kirana Store,Krishnanagar,741102,2025-03-06,Active,
RET-01681,Sahu General Store - 02,DIST-020,T-OD-01,General Store,Balasore,756003,2025-03-07,Active,
RET-01682,Jai Jagannath Traders - 25,DIST-021,T-OD-02,Kirana Store,Jaleswar,756033,2025-03-07,Active,
RET-01683,Mishra Provision Store - 02,DIST-022,T-OD-03,General Store,Bhadrak,756113,2025-03-07,Active,
RET-01684,Paschim Kirana Bhandar - 11,DIST-002,T-WB-02,Kirana Store,Chinsurah,712104,2025-03-07,Active,
RET-01685,Biswas General Store - 06,DIST-012,T-WB-10,Kirana Store,Kharagpur,721301,2025-03-07,Active,
RET-01686,Jai Shiva Stores - 30,DIST-016,T-WB-13,Kirana Store,Bishnupur,722122,2025-03-07,Active,
RET-01687,Das Provision Store - 13,DIST-017,T-WB-14,General Store,Kalyani,741249,2025-03-07,Active,
RET-01688,Banerjee General Store - 08,DIST-011,T-WB-09,Kirana Store,Durgapur,713204,2025-03-08,Active,
RET-01689,Maa Ganesh Bhandar - 29,DIST-014,T-WB-11,Kirana Store,Medinipur,721101,2025-03-08,Active,
RET-01690,Sen Brothers - 09,DIST-019,T-WB-16,Kirana Store,Baharampur,742102,2025-03-08,Active,
RET-01691,Haldar & Sons - 06,DIST-019,T-WB-16,Kirana Store,Baharampur,742101,2025-03-08,Active,
RET-01692,Maa Jagannath Bhandar,DIST-021,T-OD-02,Kirana Store,Jaleswar,756033,2025-03-10,Active,
RET-01693,Maa Radha Bhandar - 09,DIST-006,T-WB-05,Kirana Store,Katwa,713131,2025-03-10,Active,
RET-01694,Shree Shiva Traders - 29,DIST-015,T-WB-12,Kirana Store,Bankura,722102,2025-03-10,Active,
RET-01695,Shree Durga Traders - 40,DIST-018,T-WB-15,Kirana Store,Krishnanagar,741101,2025-03-10,Active,
RET-01696,Mitra Provision Store - 14,DIST-018,T-WB-15,Kirana Store,Krishnanagar,741102,2025-03-10,Active,
RET-01697,Dash Provision Store - 02,DIST-022,T-OD-03,Kirana Store,Bhadrak,756113,2025-03-11,Active,
RET-01698,Jai Saraswati Stores - 25,DIST-011,T-WB-09,Kirana Store,Durgapur,713201,2025-03-11,Active,
RET-01699,Maa Saraswati Bhandar - 27,DIST-013,T-WB-10,Kirana Store,Kharagpur,721302,2025-03-11,Active,
RET-01700,Mukherjee & Sons - 08,DIST-013,T-WB-10,Kirana Store,Kharagpur,721305,2025-03-11,Active,
RET-01701,Bose General Store - 08,DIST-013,T-WB-10,Kirana Store,Kharagpur,721302,2025-03-11,Active,
RET-01702,Bose Brothers - 10,DIST-017,T-WB-14,Kirana Store,Kalyani,741249,2025-03-11,Active,
RET-01703,Mohapatra Provision Store - 03,DIST-022,T-OD-03,Kirana Store,Bhadrak,756101,2025-03-12,Active,
RET-01704,Roy General Store - 04,DIST-004,T-WB-04,Kirana Store,Bardhaman,713102,2025-03-12,Active,
RET-01705,Biswas General Store - 09,DIST-015,T-WB-12,Kirana Store,Bankura,722102,2025-03-12,Active,
RET-01706,Uttar Kirana Bhandar - 47,DIST-017,T-WB-14,Kirana Store,Kalyani,741235,2025-03-12,Active,
RET-01707,Dey Brothers - 13,DIST-017,T-WB-14,Kirana Store,Kalyani,741235,2025-03-12,Active,
RET-01708,Shree Lakshmi Traders - 07,DIST-002,T-WB-02,Kirana Store,Chinsurah,712101,2025-03-13,Active,
