primary_sale_id,invoice_id,invoice_date,grn_date,distributor_id,sku_id,dispatched_qty,received_qty,invoice_value_inr
PRI-107576,INV-00497,2025-01-01,2025-01-02,DIST-014,OIL-MUS-1000M,96,95,13248
PRI-107577,INV-00497,2025-01-01,2025-01-02,DIST-014,OIL-MUS-5000M,36,35,20628
PRI-107578,INV-00497,2025-01-01,2025-01-02,DIST-014,SPC-COR-0100G,24,23,624
PRI-107579,INV-00497,2025-01-01,2025-01-02,DIST-014,SPC-COR-0200G,24,23,1104
PRI-107580,INV-00497,2025-01-01,2025-01-02,DIST-014,SPC-KKM-0050G,24,23,720
PRI-107581,INV-00497,2025-01-01,2025-01-02,DIST-014,SPC-KKM-0100G,24,23,1368
PRI-107582,INV-00497,2025-01-01,2025-01-02,DIST-014,SPC-PNP-0050G,24,23,456
PRI-107583,INV-00497,2025-01-01,2025-01-02,DIST-014,SPC-PNP-0100G,24,23,840
PRI-107584,INV-00497,2025-01-01,2025-01-02,DIST-014,SPC-PPF-0050G,24,23,456
PRI-107585,INV-00497,2025-01-01,2025-01-02,DIST-014,SPC-RCP-0100G,24,23,696
PRI-107586,INV-00497,2025-01-01,2025-01-02,DIST-014,SPC-RCP-0200G,48,47,2592
PRI-107587,INV-00497,2025-01-01,2025-01-02,DIST-014,SPC-TUR-0100G,24,23,624
PRI-107588,INV-00497,2025-01-01,2025-01-02,DIST-014,SPC-TUR-0200G,48,47,2352
PRI-107589,INV-00497,2025-01-01,2025-01-02,DIST-014,SWT-JGB-0500G,24,23,1224
PRI-107590,INV-00497,2025-01-01,2025-01-02,DIST-014,SWT-JGP-0500G,12,11,684
PRI-107591,INV-00488,2025-01-03,2025-01-06,DIST-009,FLR-BSN-0500G,36,35,1836
PRI-107592,INV-00488,2025-01-03,2025-01-06,DIST-009,FLR-BSN-1000G,12,11,1176
PRI-107593,INV-00488,2025-01-03,2025-01-06,DIST-009,OIL-MUS-0500M,48,47,3600
PRI-107594,INV-00488,2025-01-03,2025-01-06,DIST-009,OIL-MUS-1000M,108,107,14904
PRI-107595,INV-00488,2025-01-03,2025-01-06,DIST-009,OIL-MUS-5000M,40,39,22920
PRI-107596,INV-00488,2025-01-03,2025-01-06,DIST-009,SPC-COR-0100G,24,23,624
PRI-107597,INV-00488,2025-01-03,2025-01-06,DIST-009,SPC-COR-0200G,24,23,1104
PRI-107598,INV-00488,2025-01-03,2025-01-06,DIST-009,SPC-KKM-0050G,24,23,720
PRI-107599,INV-00488,2025-01-03,2025-01-06,DIST-009,SPC-KKM-0100G,24,23,1368
PRI-107600,INV-00488,2025-01-03,2025-01-06,DIST-009,SPC-PNP-0050G,24,23,456
PRI-107601,INV-00488,2025-01-03,2025-01-06,DIST-009,SPC-PNP-0100G,24,23,840
PRI-107602,INV-00488,2025-01-03,2025-01-06,DIST-009,SPC-PPF-0050G,24,23,456
PRI-107603,INV-00488,2025-01-03,2025-01-06,DIST-009,SPC-RCP-0100G,48,47,1392
PRI-107604,INV-00488,2025-01-03,2025-01-06,DIST-009,SPC-RCP-0200G,72,71,3888
PRI-107605,INV-00488,2025-01-03,2025-01-06,DIST-009,SPC-TUR-0100G,48,47,1248
PRI-107606,INV-00488,2025-01-03,2025-01-06,DIST-009,SPC-TUR-0200G,72,71,3528
PRI-107607,INV-00488,2025-01-03,2025-01-06,DIST-009,SWT-JGB-0500G,24,23,1224
PRI-107608,INV-00488,2025-01-03,2025-01-06,DIST-009,SWT-JGP-0500G,24,23,1368
PRI-107609,INV-00494,2025-01-06,2025-01-07,DIST-012,FLR-BSN-0500G,36,35,1836
PRI-107610,INV-00494,2025-01-06,2025-01-07,DIST-012,FLR-BSN-1000G,12,11,1176
PRI-107611,INV-00494,2025-01-06,2025-01-07,DIST-012,OIL-MUS-0500M,48,47,3600
PRI-107612,INV-00494,2025-01-06,2025-01-07,DIST-012,OIL-MUS-1000M,108,107,14904
PRI-107613,INV-00494,2025-01-06,2025-01-07,DIST-012,OIL-MUS-5000M,40,39,22920
PRI-107614,INV-00494,2025-01-06,2025-01-07,DIST-012,SPC-COR-0100G,24,23,624
PRI-107615,INV-00494,2025-01-06,2025-01-07,DIST-012,SPC-COR-0200G,24,23,1104
PRI-107616,INV-00494,2025-01-06,2025-01-07,DIST-012,SPC-KKM-0050G,24,23,720
PRI-107617,INV-00494,2025-01-06,2025-01-07,DIST-012,SPC-KKM-0100G,24,23,1368
PRI-107618,INV-00494,2025-01-06,2025-01-07,DIST-012,SPC-PNP-0050G,24,23,456
PRI-107619,INV-00494,2025-01-06,2025-01-07,DIST-012,SPC-PNP-0100G,24,23,840
PRI-107620,INV-00494,2025-01-06,2025-01-07,DIST-012,SPC-PPF-0050G,24,23,456
PRI-107621,INV-00494,2025-01-06,2025-01-07,DIST-012,SPC-RCP-0100G,48,47,1392
PRI-107622,INV-00494,2025-01-06,2025-01-07,DIST-012,SPC-RCP-0200G,72,71,3888
PRI-107623,INV-00494,2025-01-06,2025-01-07,DIST-012,SPC-TUR-0100G,48,47,1248
PRI-107624,INV-00494,2025-01-06,2025-01-07,DIST-012,SPC-TUR-0200G,72,71,3528
PRI-107625,INV-00494,2025-01-06,2025-01-07,DIST-012,SWT-JGB-0500G,24,23,1224
PRI-107626,INV-00494,2025-01-06,2025-01-07,DIST-012,SWT-JGP-0500G,24,23,1368
PRI-107627,INV-00501,2025-01-06,2025-01-08,DIST-018,FLR-BSN-0500G,24,23,1224
PRI-107628,INV-00501,2025-01-06,2025-01-08,DIST-018,FLR-BSN-1000G,12,11,1176
PRI-107629,INV-00501,2025-01-06,2025-01-08,DIST-018,OIL-MUS-0500M,48,47,3600
PRI-107630,INV-00501,2025-01-06,2025-01-08,DIST-018,OIL-MUS-1000M,96,95,13248
PRI-107631,INV-00501,2025-01-06,2025-01-08,DIST-018,OIL-MUS-5000M,36,35,20628
PRI-107632,INV-00501,2025-01-06,2025-01-08,DIST-018,SPC-COR-0100G,24,23,624
PRI-107633,INV-00501,2025-01-06,2025-01-08,DIST-018,SPC-COR-0200G,24,23,1104
PRI-107634,INV-00501,2025-01-06,2025-01-08,DIST-018,SPC-KKM-0050G,24,23,720
PRI-107635,INV-00501,2025-01-06,2025-01-08,DIST-018,SPC-KKM-0100G,24,23,1368
PRI-107636,INV-00501,2025-01-06,2025-01-08,DIST-018,SPC-PNP-0050G,24,23,456
PRI-107637,INV-00501,2025-01-06,2025-01-08,DIST-018,SPC-PNP-0100G,24,23,840
PRI-107638,INV-00501,2025-01-06,2025-01-08,DIST-018,SPC-PPF-0050G,24,23,456
PRI-107639,INV-00501,2025-01-06,2025-01-08,DIST-018,SPC-RCP-0100G,24,23,696
PRI-107640,INV-00501,2025-01-06,2025-01-08,DIST-018,SPC-RCP-0200G,48,47,2592
PRI-107641,INV-00501,2025-01-06,2025-01-08,DIST-018,SPC-TUR-0100G,24,23,624
PRI-107642,INV-00501,2025-01-06,2025-01-08,DIST-018,SPC-TUR-0200G,48,47,2352
PRI-107643,INV-00501,2025-01-06,2025-01-08,DIST-018,SWT-JGB-0500G,24,23,1224
PRI-107644,INV-00501,2025-01-06,2025-01-08,DIST-018,SWT-JGP-0500G,12,11,684
PRI-107645,INV-00472,2025-01-08,2025-01-10,DIST-001,FLR-BSN-0500G,36,35,1836
PRI-107646,INV-00472,2025-01-08,2025-01-10,DIST-001,FLR-BSN-1000G,12,11,1176
PRI-107647,INV-00472,2025-01-08,2025-01-10,DIST-001,OIL-MUS-0500M,48,47,3600
PRI-107648,INV-00472,2025-01-08,2025-01-10,DIST-001,OIL-MUS-1000M,108,107,14904
PRI-107649,INV-00472,2025-01-08,2025-01-10,DIST-001,OIL-MUS-5000M,40,39,22920
PRI-107650,INV-00472,2025-01-08,2025-01-10,DIST-001,SPC-COR-0100G,24,23,624
PRI-107651,INV-00472,2025-01-08,2025-01-10,DIST-001,SPC-COR-0200G,24,23,1104
PRI-107652,INV-00472,2025-01-08,2025-01-10,DIST-001,SPC-KKM-0050G,24,23,720
PRI-107653,INV-00472,2025-01-08,2025-01-10,DIST-001,SPC-KKM-0100G,24,23,1368
PRI-107654,INV-00472,2025-01-08,2025-01-10,DIST-001,SPC-PNP-0050G,24,23,456
PRI-107655,INV-00472,2025-01-08,2025-01-10,DIST-001,SPC-PNP-0100G,24,23,840
PRI-107656,INV-00472,2025-01-08,2025-01-10,DIST-001,SPC-PPF-0050G,24,23,456
PRI-107657,INV-00472,2025-01-08,2025-01-10,DIST-001,SPC-RCP-0100G,48,47,1392
PRI-107658,INV-00472,2025-01-08,2025-01-10,DIST-001,SPC-RCP-0200G,72,71,3888
PRI-107659,INV-00472,2025-01-08,2025-01-10,DIST-001,SPC-TUR-0100G,48,47,1248
PRI-107660,INV-00472,2025-01-08,2025-01-10,DIST-001,SPC-TUR-0200G,72,71,3528
PRI-107661,INV-00472,2025-01-08,2025-01-10,DIST-001,SWT-JGB-0500G,24,23,1224
PRI-107662,INV-00472,2025-01-08,2025-01-10,DIST-001,SWT-JGP-0500G,24,23,1368
PRI-107663,INV-00478,2025-01-08,2025-01-10,DIST-004,FLR-BSN-0500G,36,35,1836
PRI-107664,INV-00478,2025-01-08,2025-01-10,DIST-004,FLR-BSN-1000G,12,11,1176
PRI-107665,INV-00478,2025-01-08,2025-01-10,DIST-004,OIL-MUS-0500M,48,47,3600
PRI-107666,INV-00478,2025-01-08,2025-01-10,DIST-004,OIL-MUS-1000M,108,107,14904
PRI-107667,INV-00478,2025-01-08,2025-01-10,DIST-004,OIL-MUS-5000M,40,39,22920
PRI-107668,INV-00478,2025-01-08,2025-01-10,DIST-004,SPC-COR-0100G,24,23,624
PRI-107669,INV-00478,2025-01-08,2025-01-10,DIST-004,SPC-COR-0200G,24,23,1104
PRI-107670,INV-00478,2025-01-08,2025-01-10,DIST-004,SPC-KKM-0050G,24,23,720
PRI-107671,INV-00478,2025-01-08,2025-01-10,DIST-004,SPC-KKM-0100G,24,23,1368
PRI-107672,INV-00478,2025-01-08,2025-01-10,DIST-004,SPC-PNP-0050G,24,23,456
PRI-107673,INV-00478,2025-01-08,2025-01-10,DIST-004,SPC-PNP-0100G,24,23,840
PRI-107674,INV-00478,2025-01-08,2025-01-10,DIST-004,SPC-PPF-0050G,24,23,456
PRI-107675,INV-00478,2025-01-08,2025-01-10,DIST-004,SPC-RCP-0100G,48,47,1392
PRI-107676,INV-00478,2025-01-08,2025-01-10,DIST-004,SPC-RCP-0200G,72,71,3888
PRI-107677,INV-00478,2025-01-08,2025-01-10,DIST-004,SPC-TUR-0100G,48,47,1248
PRI-107678,INV-00478,2025-01-08,2025-01-10,DIST-004,SPC-TUR-0200G,72,71,3528
PRI-107679,INV-00478,2025-01-08,2025-01-10,DIST-004,SWT-JGB-0500G,24,23,1224
PRI-107680,INV-00478,2025-01-08,2025-01-10,DIST-004,SWT-JGP-0500G,24,23,1368
PRI-107681,INV-00482,2025-01-08,2025-01-10,DIST-006,FLR-BSN-0500G,24,23,1224
PRI-107682,INV-00482,2025-01-08,2025-01-10,DIST-006,FLR-BSN-1000G,12,11,1176
PRI-107683,INV-00482,2025-01-08,2025-01-10,DIST-006,OIL-MUS-0500M,48,47,3600
PRI-107684,INV-00482,2025-01-08,2025-01-10,DIST-006,OIL-MUS-1000M,96,95,13248
PRI-107685,INV-00482,2025-01-08,2025-01-10,DIST-006,OIL-MUS-5000M,36,35,20628
PRI-107686,INV-00482,2025-01-08,2025-01-10,DIST-006,SPC-COR-0100G,24,23,624
PRI-107687,INV-00482,2025-01-08,2025-01-10,DIST-006,SPC-COR-0200G,24,23,1104
PRI-107688,INV-00482,2025-01-08,2025-01-10,DIST-006,SPC-KKM-0050G,24,23,720
PRI-107689,INV-00482,2025-01-08,2025-01-10,DIST-006,SPC-KKM-0100G,24,23,1368
PRI-107690,INV-00482,2025-01-08,2025-01-10,DIST-006,SPC-PNP-0050G,24,23,456
PRI-107691,INV-00482,2025-01-08,2025-01-10,DIST-006,SPC-PNP-0100G,24,23,840
PRI-107692,INV-00482,2025-01-08,2025-01-10,DIST-006,SPC-PPF-0050G,24,23,456
PRI-107693,INV-00482,2025-01-08,2025-01-10,DIST-006,SPC-RCP-0100G,24,23,696
PRI-107694,INV-00482,2025-01-08,2025-01-10,DIST-006,SPC-RCP-0200G,48,47,2592
PRI-107695,INV-00482,2025-01-08,2025-01-10,DIST-006,SPC-TUR-0100G,24,23,624
PRI-107696,INV-00482,2025-01-08,2025-01-10,DIST-006,SPC-TUR-0200G,48,47,2352
PRI-107697,INV-00482,2025-01-08,2025-01-10,DIST-006,SWT-JGB-0500G,24,23,1224
PRI-107698,INV-00482,2025-01-08,2025-01-10,DIST-006,SWT-JGP-0500G,12,11,684
PRI-107699,INV-00484,2025-01-08,2025-01-10,DIST-007,FLR-BSN-0500G,24,23,1224
PRI-107700,INV-00484,2025-01-08,2025-01-10,DIST-007,FLR-BSN-1000G,12,11,1176
PRI-107701,INV-00484,2025-01-08,2025-01-10,DIST-007,OIL-MUS-0500M,48,47,3600
PRI-107702,INV-00484,2025-01-08,2025-01-10,DIST-007,OIL-MUS-1000M,96,95,13248
PRI-107703,INV-00484,2025-01-08,2025-01-10,DIST-007,OIL-MUS-5000M,36,35,20628
PRI-107704,INV-00484,2025-01-08,2025-01-10,DIST-007,SPC-COR-0100G,24,23,624
PRI-107705,INV-00484,2025-01-08,2025-01-10,DIST-007,SPC-COR-0200G,24,23,1104
PRI-107706,INV-00484,2025-01-08,2025-01-10,DIST-007,SPC-KKM-0050G,24,23,720
PRI-107707,INV-00484,2025-01-08,2025-01-10,DIST-007,SPC-KKM-0100G,24,23,1368
PRI-107708,INV-00484,2025-01-08,2025-01-10,DIST-007,SPC-PNP-0050G,24,23,456
PRI-107709,INV-00484,2025-01-08,2025-01-10,DIST-007,SPC-PNP-0100G,24,23,840
PRI-107710,INV-00484,2025-01-08,2025-01-10,DIST-007,SPC-PPF-0050G,24,23,456
PRI-107711,INV-00484,2025-01-08,2025-01-10,DIST-007,SPC-RCP-0100G,24,23,696
PRI-107712,INV-00484,2025-01-08,2025-01-10,DIST-007,SPC-RCP-0200G,48,47,2592
PRI-107713,INV-00484,2025-01-08,2025-01-10,DIST-007,SPC-TUR-0100G,24,23,624
PRI-107714,INV-00484,2025-01-08,2025-01-10,DIST-007,SPC-TUR-0200G,48,47,2352
PRI-107715,INV-00484,2025-01-08,2025-01-10,DIST-007,SWT-JGB-0500G,24,23,1224
PRI-107716,INV-00484,2025-01-08,2025-01-10,DIST-007,SWT-JGP-0500G,12,11,684
PRI-107717,INV-00505,2025-01-08,2025-01-13,DIST-022,FLR-BSN-0500G,24,23,1224
PRI-107718,INV-00505,2025-01-08,2025-01-13,DIST-022,FLR-BSN-1000G,12,11,1176
PRI-107719,INV-00505,2025-01-08,2025-01-13,DIST-022,OIL-MUS-0500M,48,47,3600
PRI-107720,INV-00505,2025-01-08,2025-01-13,DIST-022,OIL-MUS-1000M,96,95,13248
PRI-107721,INV-00505,2025-01-08,2025-01-13,DIST-022,OIL-MUS-5000M,36,35,20628
PRI-107722,INV-00505,2025-01-08,2025-01-13,DIST-022,SPC-COR-0100G,24,23,624
PRI-107723,INV-00505,2025-01-08,2025-01-13,DIST-022,SPC-COR-0200G,24,23,1104
PRI-107724,INV-00505,2025-01-08,2025-01-13,DIST-022,SPC-PNP-0050G,24,23,456
PRI-107725,INV-00505,2025-01-08,2025-01-13,DIST-022,SPC-PNP-0100G,24,23,840
PRI-107726,INV-00505,2025-01-08,2025-01-13,DIST-022,SPC-RCP-0100G,48,47,1392
PRI-107727,INV-00505,2025-01-08,2025-01-13,DIST-022,SPC-RCP-0200G,72,71,3888
PRI-107728,INV-00505,2025-01-08,2025-01-13,DIST-022,SPC-TUR-0100G,48,47,1248
PRI-107729,INV-00505,2025-01-08,2025-01-13,DIST-022,SPC-TUR-0200G,72,71,3528
PRI-107730,INV-00505,2025-01-08,2025-01-13,DIST-022,SWT-JGB-0500G,24,23,1224
PRI-107731,INV-00505,2025-01-08,2025-01-13,DIST-022,SWT-JGP-0500G,12,11,684
PRI-107732,INV-00500,2025-01-13,2025-01-14,DIST-017,FLR-BSN-0500G,24,23,1224
PRI-107733,INV-00500,2025-01-13,2025-01-14,DIST-017,FLR-BSN-1000G,12,11,1176
PRI-107734,INV-00500,2025-01-13,2025-01-14,DIST-017,OIL-MUS-0500M,48,47,3600
PRI-107735,INV-00500,2025-01-13,2025-01-14,DIST-017,OIL-MUS-1000M,96,95,13248
PRI-107736,INV-00500,2025-01-13,2025-01-14,DIST-017,OIL-MUS-5000M,36,35,20628
PRI-107737,INV-00500,2025-01-13,2025-01-14,DIST-017,SPC-COR-0100G,24,23,624
PRI-107738,INV-00500,2025-01-13,2025-01-14,DIST-017,SPC-COR-0200G,24,23,1104
PRI-107739,INV-00500,2025-01-13,2025-01-14,DIST-017,SPC-KKM-0050G,24,23,720
PRI-107740,INV-00500,2025-01-13,2025-01-14,DIST-017,SPC-KKM-0100G,24,23,1368
PRI-107741,INV-00500,2025-01-13,2025-01-14,DIST-017,SPC-PNP-0050G,24,23,456
PRI-107742,INV-00500,2025-01-13,2025-01-14,DIST-017,SPC-PNP-0100G,24,23,840
PRI-107743,INV-00500,2025-01-13,2025-01-14,DIST-017,SPC-PPF-0050G,24,23,456
PRI-107744,INV-00500,2025-01-13,2025-01-14,DIST-017,SPC-RCP-0100G,24,23,696
PRI-107745,INV-00500,2025-01-13,2025-01-14,DIST-017,SPC-RCP-0200G,48,47,2592
PRI-107746,INV-00500,2025-01-13,2025-01-14,DIST-017,SPC-TUR-0100G,24,23,624
PRI-107747,INV-00500,2025-01-13,2025-01-14,DIST-017,SPC-TUR-0200G,48,47,2352
PRI-107748,INV-00500,2025-01-13,2025-01-14,DIST-017,SWT-JGB-0500G,24,23,1224
PRI-107749,INV-00500,2025-01-13,2025-01-14,DIST-017,SWT-JGP-0500G,12,11,684
PRI-107750,INV-00492,2025-01-14,2025-01-16,DIST-011,FLR-BSN-0500G,36,35,1836
PRI-107751,INV-00492,2025-01-14,2025-01-16,DIST-011,FLR-BSN-1000G,12,11,1176
PRI-107752,INV-00492,2025-01-14,2025-01-16,DIST-011,OIL-MUS-0500M,48,47,3600
PRI-107753,INV-00492,2025-01-14,2025-01-16,DIST-011,OIL-MUS-1000M,108,106,14904
PRI-107754,INV-00492,2025-01-14,2025-01-16,DIST-011,OIL-MUS-5000M,40,39,22920
PRI-107755,INV-00492,2025-01-14,2025-01-16,DIST-011,SPC-COR-0100G,24,23,624
PRI-107756,INV-00492,2025-01-14,2025-01-16,DIST-011,SPC-COR-0200G,24,23,1104
PRI-107757,INV-00492,2025-01-14,2025-01-16,DIST-011,SPC-KKM-0050G,24,23,720
PRI-107758,INV-00492,2025-01-14,2025-01-16,DIST-011,SPC-KKM-0100G,24,23,1368
PRI-107759,INV-00492,2025-01-14,2025-01-16,DIST-011,SPC-PNP-0050G,24,23,456
PRI-107760,INV-00492,2025-01-14,2025-01-16,DIST-011,SPC-PNP-0100G,24,23,840
PRI-107761,INV-00492,2025-01-14,2025-01-16,DIST-011,SPC-PPF-0050G,24,23,456
PRI-107762,INV-00492,2025-01-14,2025-01-16,DIST-011,SPC-RCP-0100G,48,47,1392
PRI-107763,INV-00492,2025-01-14,2025-01-16,DIST-011,SPC-RCP-0200G,72,71,3888
PRI-107764,INV-00492,2025-01-14,2025-01-16,DIST-011,SPC-TUR-0100G,48,47,1248
PRI-107765,INV-00492,2025-01-14,2025-01-16,DIST-011,SPC-TUR-0200G,72,71,3528
PRI-107766,INV-00492,2025-01-14,2025-01-16,DIST-011,SWT-JGB-0500G,24,23,1224
PRI-107767,INV-00492,2025-01-14,2025-01-16,DIST-011,SWT-JGP-0500G,24,23,1368
PRI-107768,INV-00476,2025-01-15,2025-01-18,DIST-003,FLR-BSN-0500G,24,23,1224
PRI-107769,INV-00476,2025-01-15,2025-01-18,DIST-003,FLR-BSN-1000G,12,11,1176
PRI-107770,INV-00476,2025-01-15,2025-01-18,DIST-003,OIL-MUS-0500M,48,47,3600
PRI-107771,INV-00476,2025-01-15,2025-01-18,DIST-003,OIL-MUS-1000M,96,95,13248
PRI-107772,INV-00476,2025-01-15,2025-01-18,DIST-003,OIL-MUS-5000M,36,35,20628
PRI-107773,INV-00476,2025-01-15,2025-01-18,DIST-003,SPC-COR-0100G,24,23,624
PRI-107774,INV-00476,2025-01-15,2025-01-18,DIST-003,SPC-COR-0200G,24,23,1104
PRI-107775,INV-00476,2025-01-15,2025-01-18,DIST-003,SPC-KKM-0050G,24,23,720
PRI-107776,INV-00476,2025-01-15,2025-01-18,DIST-003,SPC-KKM-0100G,24,23,1368
PRI-107777,INV-00476,2025-01-15,2025-01-18,DIST-003,SPC-PNP-0050G,24,23,456
PRI-107778,INV-00476,2025-01-15,2025-01-18,DIST-003,SPC-PNP-0100G,24,23,840
PRI-107779,INV-00476,2025-01-15,2025-01-18,DIST-003,SPC-PPF-0050G,24,23,456
PRI-107780,INV-00476,2025-01-15,2025-01-18,DIST-003,SPC-RCP-0100G,24,23,696
PRI-107781,INV-00476,2025-01-15,2025-01-18,DIST-003,SPC-RCP-0200G,48,47,2592
PRI-107782,INV-00476,2025-01-15,2025-01-18,DIST-003,SPC-TUR-0100G,24,23,624
PRI-107783,INV-00476,2025-01-15,2025-01-18,DIST-003,SPC-TUR-0200G,48,47,2352
PRI-107784,INV-00476,2025-01-15,2025-01-18,DIST-003,SWT-JGB-0500G,24,23,1224
PRI-107785,INV-00476,2025-01-15,2025-01-18,DIST-003,SWT-JGP-0500G,12,11,684
PRI-107786,INV-00480,2025-01-16,2025-01-17,DIST-005,FLR-BSN-0500G,24,23,1224
PRI-107787,INV-00480,2025-01-16,2025-01-17,DIST-005,FLR-BSN-1000G,12,11,1176
PRI-107788,INV-00480,2025-01-16,2025-01-17,DIST-005,OIL-MUS-0500M,48,47,3600
PRI-107789,INV-00480,2025-01-16,2025-01-17,DIST-005,OIL-MUS-1000M,96,95,13248
PRI-107790,INV-00480,2025-01-16,2025-01-17,DIST-005,OIL-MUS-5000M,36,35,20628
PRI-107791,INV-00480,2025-01-16,2025-01-17,DIST-005,SPC-COR-0100G,24,23,624
PRI-107792,INV-00480,2025-01-16,2025-01-17,DIST-005,SPC-COR-0200G,24,23,1104
PRI-107793,INV-00480,2025-01-16,2025-01-17,DIST-005,SPC-KKM-0050G,24,23,720
PRI-107794,INV-00480,2025-01-16,2025-01-17,DIST-005,SPC-KKM-0100G,24,23,1368
PRI-107795,INV-00480,2025-01-16,2025-01-17,DIST-005,SPC-PNP-0050G,24,23,456
PRI-107796,INV-00480,2025-01-16,2025-01-17,DIST-005,SPC-PNP-0100G,24,23,840
PRI-107797,INV-00480,2025-01-16,2025-01-17,DIST-005,SPC-PPF-0050G,24,23,456
PRI-107798,INV-00480,2025-01-16,2025-01-17,DIST-005,SPC-RCP-0100G,24,23,696
PRI-107799,INV-00480,2025-01-16,2025-01-17,DIST-005,SPC-RCP-0200G,48,47,2592
PRI-107800,INV-00480,2025-01-16,2025-01-17,DIST-005,SPC-TUR-0100G,24,23,624
PRI-107801,INV-00480,2025-01-16,2025-01-17,DIST-005,SPC-TUR-0200G,48,47,2352
PRI-107802,INV-00480,2025-01-16,2025-01-17,DIST-005,SWT-JGB-0500G,24,23,1224
PRI-107803,INV-00480,2025-01-16,2025-01-17,DIST-005,SWT-JGP-0500G,12,11,684
PRI-107804,INV-00483,2025-01-16,2025-01-20,DIST-006,FLR-BSN-0500G,24,23,1224
PRI-107805,INV-00483,2025-01-16,2025-01-20,DIST-006,FLR-BSN-1000G,12,11,1176
PRI-107806,INV-00483,2025-01-16,2025-01-20,DIST-006,OIL-MUS-0500M,48,47,3600
PRI-107807,INV-00483,2025-01-16,2025-01-20,DIST-006,OIL-MUS-1000M,96,95,13248
PRI-107808,INV-00483,2025-01-16,2025-01-20,DIST-006,OIL-MUS-5000M,36,35,20628
PRI-107809,INV-00483,2025-01-16,2025-01-20,DIST-006,SPC-COR-0100G,24,23,624
PRI-107810,INV-00483,2025-01-16,2025-01-20,DIST-006,SPC-COR-0200G,24,23,1104
PRI-107811,INV-00483,2025-01-16,2025-01-20,DIST-006,SPC-KKM-0050G,24,23,720
PRI-107812,INV-00483,2025-01-16,2025-01-20,DIST-006,SPC-KKM-0100G,24,23,1368
PRI-107813,INV-00483,2025-01-16,2025-01-20,DIST-006,SPC-PNP-0050G,24,23,456
PRI-107814,INV-00483,2025-01-16,2025-01-20,DIST-006,SPC-PNP-0100G,24,23,840
PRI-107815,INV-00483,2025-01-16,2025-01-20,DIST-006,SPC-PPF-0050G,24,23,456
PRI-107816,INV-00483,2025-01-16,2025-01-20,DIST-006,SPC-RCP-0100G,24,23,696
PRI-107817,INV-00483,2025-01-16,2025-01-20,DIST-006,SPC-RCP-0200G,48,47,2592
PRI-107818,INV-00483,2025-01-16,2025-01-20,DIST-006,SPC-TUR-0100G,24,23,624
PRI-107819,INV-00483,2025-01-16,2025-01-20,DIST-006,SPC-TUR-0200G,48,47,2352
PRI-107820,INV-00483,2025-01-16,2025-01-20,DIST-006,SWT-JGB-0500G,24,23,1224
PRI-107821,INV-00483,2025-01-16,2025-01-20,DIST-006,SWT-JGP-0500G,12,11,684
PRI-107822,INV-00486,2025-01-16,2025-01-18,DIST-008,FLR-BSN-0500G,36,35,1836
PRI-107823,INV-00486,2025-01-16,2025-01-18,DIST-008,FLR-BSN-1000G,12,11,1176
PRI-107824,INV-00486,2025-01-16,2025-01-18,DIST-008,OIL-MUS-0500M,48,47,3600
PRI-107825,INV-00486,2025-01-16,2025-01-18,DIST-008,OIL-MUS-1000M,108,106,14904
PRI-107826,INV-00486,2025-01-16,2025-01-18,DIST-008,OIL-MUS-5000M,40,39,22920
PRI-107827,INV-00486,2025-01-16,2025-01-18,DIST-008,SPC-COR-0100G,24,23,624
PRI-107828,INV-00486,2025-01-16,2025-01-18,DIST-008,SPC-COR-0200G,24,23,1104
PRI-107829,INV-00486,2025-01-16,2025-01-18,DIST-008,SPC-KKM-0050G,24,23,720
PRI-107830,INV-00486,2025-01-16,2025-01-18,DIST-008,SPC-KKM-0100G,24,23,1368
PRI-107831,INV-00486,2025-01-16,2025-01-18,DIST-008,SPC-PNP-0050G,24,23,456
PRI-107832,INV-00486,2025-01-16,2025-01-18,DIST-008,SPC-PNP-0100G,24,23,840
PRI-107833,INV-00486,2025-01-16,2025-01-18,DIST-008,SPC-PPF-0050G,24,23,456
PRI-107834,INV-00486,2025-01-16,2025-01-18,DIST-008,SPC-RCP-0100G,48,47,1392
PRI-107835,INV-00486,2025-01-16,2025-01-18,DIST-008,SPC-RCP-0200G,72,71,3888
PRI-107836,INV-00486,2025-01-16,2025-01-18,DIST-008,SPC-TUR-0100G,48,47,1248
PRI-107837,INV-00486,2025-01-16,2025-01-18,DIST-008,SPC-TUR-0200G,72,71,3528
PRI-107838,INV-00486,2025-01-16,2025-01-18,DIST-008,SWT-JGB-0500G,24,23,1224
PRI-107839,INV-00486,2025-01-16,2025-01-18,DIST-008,SWT-JGP-0500G,24,23,1368
PRI-107840,INV-00504,2025-01-16,2025-01-20,DIST-021,FLR-BSN-0500G,24,23,1224
PRI-107841,INV-00504,2025-01-16,2025-01-20,DIST-021,FLR-BSN-1000G,6,5,588
PRI-107842,INV-00504,2025-01-16,2025-01-20,DIST-021,OIL-MUS-0500M,24,23,1800
PRI-107843,INV-00504,2025-01-16,2025-01-20,DIST-021,OIL-MUS-1000M,60,59,8280
PRI-107844,INV-00504,2025-01-16,2025-01-20,DIST-021,OIL-MUS-5000M,24,23,13752
PRI-107845,INV-00504,2025-01-16,2025-01-20,DIST-021,SPC-COR-0100G,24,23,624
